19632 178.0388798
19632 177.3460014
19632 245.0235547
19632 187.9131054
19632 154.1409681
19632 154.5722536
19632 186.9642831
19632 182.8261303
19632 276.8025172
19632 266.5260498
19632 306.5491641
19632 412.0167752
19632 319.2641913
19632 306.4940454
19632 310.0493951
19632 294.1732880
19632 347.0578600
19632 231.7433769
19632 189.3292127
19632 286.7672362
19632 335.9943552
19632 341.9421542
19632 336.8538312
19632 254.1055168
19632 307.2797625
19632 277.4730838
19632 331.6951288
19632 349.4352637
19632 423.1207302
19632 371.7298027
19632 372.5318323
19632 311.9625131
19632 361.7643617
19632 374.2943848
19632 341.0611117
19632 312.0068533
19632 332.1679648
19632 347.0504165
19632 379.3799620
19632 304.4272728
19632 321.6965706
19632 322.4496008
19632 306.3037367
19632 328.4023490
19632 316.2145659
19632 350.9537444
19632 306.0414657
19632 350.5103486
19632 333.0438004
19632 262.0692936
19632 300.1396161
19632 379.9902785
19632 356.6551939
19632 295.1040018
19632 308.3951271
19632 392.6072966
19632 362.4558496
19632 278.9736652
19632 462.7554936
19632 375.3862580
19632 246.8153097
19632 390.7556629
19632 414.4592614
19632 361.9836534
19632 361.1396467
19632 332.0496433
19632 420.2101142
19632 299.9028184
19632 391.2744634
19632 396.0530392
19632 310.0386944
19632 338.4602937
19632 118.0259128
19632 28.1268349
